0000037904	FUNDACJA DZIECIOM ''ZDĄŻYĆ Z POMOCĄ''	108708265.91
0000186434	FUNDACJA POMOCY OSOBOM NIEPEŁNOSPRAWNYM ''SŁONECZKO''	13365964.90
0000174486	FUNDACJA ANNY DYMNEJ MIMO WSZYSTKO	7522072.49
0000207472	FUNDACJA ''ROSA''	6993719.40
0000014124	FUNDACJA TVN NIE JESTEŚ SAM	6915391.41
0000050135	DOLNOŚLĄSKA FUNDACJA ROZWOJU OCHRONY ZDROWIA	6046285.52
0000270809	AVALON - BEZPOŚREDNIA POMOC NIEPEŁNOSPRAWNYM	4857868.87
0000086210	FUNDACJA ''NA RATUNEK DZIECIOM Z CHOROBĄ NOWOTWOROWĄ''	4698090.07
0000031762	STOWARZYSZENIE RODZICÓW NA RZECZ POMOCY SZKOŁOM ''PRZYJAZNA SZKOŁA''	4548426.21
0000083356	POLSKIE TOWARZYSTWO STWARDNIENIA ROZSIANEGO	4512381.59
0000056901	STOWARZYSZENIE ''SOS WIOSKI DZIECIĘCE W POLSCE''	3911702.19
0000150776	FUNDACJA ''DZIEŁO NOWEGO TYSIĄCLECIA''	3718810.82
0000097123	FUNDACJA WARSZAWSKIE HOSPICJUM DLA DZIECI	3584563.84
0000154454	TOWARZYSTWO OPIEKI NAD ZWIERZĘTAMI W POLSCE	3408314.22
0000030897	FUNDACJA WIELKA ORKIESTRA ŚWIĄTECZNEJ POMOCY	3372115.58
0000064892	POLSKIE TOWARZYSTWO WALKI Z MUKOWISCYDOZĄ	3330762.11
0000097900	MATIO FUNDACJA POMOCY RODZINOM I CHORYM NA MUKOWISCYDOZĘ	2961915.55
0000004522	LUBELSKIE HOSPICJUM DLA DZIECI IM. MAŁEGO KSIĘCIA	2953344.74
0000069730	OGÓLNOPOLSKIE TOWARZYSTWO OCHRONY ZWIERZĄT OTOZ ''ANIMALS''	2909672.88
0000266644	FUNDACJA SERCE DZIECKA IM. DINY RADZIWIŁŁOWEJ	2828927.51
0000217272	DZIEŁO POMOCY ŚW. OJCA PIO	2494796.32
0000116212	ZWIĄZEK OCHOTNICZYCH STRAŻY POŻARNYCH RZECZYPOSPOLITEJ POLSKIEJ	2483165.59
0000285433	FUNDACJA DZIECIOM ''POMAGAJ''	2223011.65
0000180402	FUNDACJA GREENPEACE POLSKA	2146755.37
0000306549	FUNDACJA ŚWIĘTEGO BARNABY	2141589.51
0000135921	FUNDACJA POLSAT	2006763.20
0000055578	FUNDACJA NA RZECZ CHORYCH NA SM IM. BŁ. ANIELI SALAWY	1947573.33
0000048149	TOWARZYSTWO PRZYJACIÓŁ CHORYCH ''HOSPICJUM IM. ŚW. ŁAZARZA''	1909980.65
0000147428	FUNDACJA NASZA SZKOŁA	1872751.18
0000324460	FUNDACJA POMOCY CHORYM I DZIECIOM ''KUBUŚ''	1779703.46
0000127204	FUNDACJA RADIA ZET	1770315.85
0000248546	FUNDACJA ISKIERKA	1760697.64
0000125054	FUNDACJA EWY BŁASZCZYK AKOGO	1733230.10
0000270261	FUNDACJA STUDENCKA ''MŁODZI - MŁODYM''	1723622.56
0000265120	FUNDACJA PODKARPACKIE HOSPICJUM DLA DZIECI	1701822.05
0000338878	DOBRO POWRACA - FUNDACJA NA RZECZ CHORYCH NA STWARDNIENIE ROZSIANE	1680409.32
0000198645	CARITAS POLSKA	1670986.48
0000040314	SPOŁECZNE TOWARZYSTWO ''HOSPICJUM CORDIS''	1589840.56
0000287982	FUNDACJA ''WROCŁAWSKIE HOSPICJUM DLA DZIECI''	1543516.33
0000160673	WWF POLSKA - ŚWIATOWY FUNDUSZ NA RZECZ PRZYRODY	1457925.90
0000220518	CHRZEŚCIJAŃSKA SŁUŻBA CHARYTATYWNA	1454511.27
0000151511	FUNDACJA DZIECIOM Z UPOŚLEDZENIEM UMYSŁOWYM - AGNIESZKA	1419570.76
0000054086	TOWARZYSTWO OPIEKI NAD OCIEMNIAŁYMI	1410780.96
0000201002	FUNDACJA HOSPICYJNA	1356627.57
0000257551	FUNDACJA CENTAURUS	1355650.17
0000135274	MIĘDZYNARODOWY RUCH NA RZECZ ZWIERZĄT - VIVA	1318817.66
0000184087	FUNDACJA EDUKACJI I ROZWOJU SPOŁECZEŃSTWA OBYWATELSKIEGO	1284084.24
0000024181	FUNDACJA ''DR CLOWN''	1282318.51
0000052038	FUNDACJA NA RZECZ OFIAR WYPADKÓW KOMUNIKACYJNYCH I BEZPIECZEŃSTWA W RUCHU DROGOWYM ''ZIELONY LIŚĆ''	1281125.17
0000308316	FUNDACJA ''ZŁOTOWIANKA''	1247028.18
0000018926	REGIONALNA FUNDACJA POMOCY NIEWIDOMYM	1242558.25
0000234513	FUNDACJA ZACHODNIOPOMORSKIE HOSPICJUM DLA DZIECI	1241004.99
0000248920	FUNDACJA ''ROZSZCZEPOWE MARZENIA''	1186990.35
0000288520	FUNDACJA ''POMÓŻ IM'' NA RZECZ DZIECI Z CHOROBAMI NOWOTWOROWYMI I HOSPICJUM DLA DZIECI	1162647.09
0000050905	STOWARZYSZENIE WIOSNA	1157710.94
0000165702	FUNDACJA DLA DZIECI Z CHOROBAMI NOWOTWOROWYMI ''KRWINKA''	1086868.87
0000128832	FUNDACJA SPEŁNIONYCH MARZEŃ	1086084.86
0000290273	FUNDACJA NA RZECZ DZIECI Z WADAMI SERCA ''COR INFANTIS''	1082254.45
0000211791	CARITAS DIECEZJI TARNOWSKIEJ	1053932.37
0000044542	STOWARZYSZENIE HOSPICJUM IM. ŚW. WAWRZYŃCA	1052827.71
0000127075	FUNDACJA POMOCY DZIECIOM ''JAŚ I MAŁGOSIA''	1047645.41
0000044704	KRAKOWSKIE TOWARZYSTWO OPIEKI NAD ZWIERZĘTAMI	1035876.04
0000207658	CARITAS ARCHIDIECEZJI KRAKOWSKIEJ	1027003.69
0000269884	ŚLĄSKIE STOWARZYSZENIE CHORYCH NA SM SEZAM	1019317.82
0000241411	STOWARZYSZENIE NA RZECZ DZIECI ZE ZŁOŻONĄ NIEPEŁNOSPRAWNOŚCIĄ ''POTRAFIĘ WIĘCEJ''	999665.28
0000014574	STOWARZYSZENIE NA RZECZ NIEPEŁNOSPRAWNYCH SPES	941552.73
0000245254	FUNDACJA DZIECIOM NIEPEŁNOSPRAWNYM ''PODARUJ UŚMIECH''	932640.39
0000142952	FUNDACJA SPLOTU RAMIENNEGO	923404.43
0000098734	FUNDACJA AZYLU POD PSIM ANIOŁEM	904694.16
0000109866	FUNDACJA GAJUSZ	894568.57
0000171673	STOWARZYSZENIE POMOCY DZIECIOM ''BRATEK''	874800.52
0000183283	FUNDACJA ''ŚWIATŁO''	869347.14
0000128039	FUNDACJA HOSPICJUM ONKOLOGICZNE ŚWIĘTEGO KRZYSZTOFA W WARSZAWIE	860857.19
0000136833	POLSKA AKCJA HUMANITARNA	851524.54
0000296652	FUNDACJA POMORSKIE HOSPICJUM DLA DZIECI	850969.41
0000121785	FUNDACJA DLA DZIECI ''DAR SERCA''	845104.57
0000133612	STOWARZYSZENIE NA RZECZ DZIKICH ZWIERZĄT ''SOKÓŁ''	820744.90
0000032355	STOWARZYSZENIE RODZIN I OPIEKUNÓW OSÓB Z ZESPOŁEM DOWNA ''BARDZIEJ KOCHANI''	819680.65
0000197334	FUNDACJA PARTNERSTWO	808943.81
0000272272	FUNDACJA VOTUM	797810.28
0000020382	STOWARZYSZENIE ''SURSUM CORDA''	786282.15
0000052078	STOWARZYSZENIE POMOCY SZKOLE MAŁOPOLSKA	785687.37
0000203313	KRAKOWSKIE HOSPICJUM DLA DZIECI IMIENIA KSIĘDZA JÓZEFA TISCHNERA	785199.01
0000148747	FUNDACJA ''PRZYSZŁOŚĆ DLA DZIECI''	777406.99
0000079660	FUNDACJA POMOCY DZIECIOM Z CHOROBĄ NOWOTWOROWĄ	772746.20
0000224658	CARITAS POZNAŃSKA - ZAKŁAD CHARYTATYWNO - OPIEKUŃCZY	698460.31
0000210120	FUNDACJA AGORY	692567.40
0000070098	STOWARZYSZENIE NA TAK	669059.12
0000249454	STOWARZYSZENIE PRZYJACIÓŁ LUDZKIEGO ŻYCIA	652096.34
