0000037904	FUNDACJA DZIECIOM ''ZDĄŻYĆ Z POMOCĄ''	117182981.43
0000186434	FUNDACJA POMOCY OSOBOM NIEPEŁNOSPRAWNYM ''SŁONECZKO''	15329411.95
0000270809	AVALON - BEZPOŚREDNIA POMOC NIEPEŁNOSPRAWNYM	8559917.06
0000207472	FUNDACJA ''ROSA''	8065022.84
0000174486	FUNDACJA ANNY DYMNEJ MIMO WSZYSTKO	6224868.13
0000050135	DOLNOŚLĄSKA FUNDACJA ROZWOJU OCHRONY ZDROWIA	5922296.56
0000031762	STOWARZYSZENIE RODZICÓW NA RZECZ POMOCY SZKOŁOM ''PRZYJAZNA SZKOŁA''	4788916.32
0000270261	FUNDACJA STUDENCKA ''MŁODZI - MŁODYM''	4779531.41
0000014124	''FUNDACJA TVN NIE JESTEŚ SAM''	4705323.24
0000083356	POLSKIE TOWARZYSTWO STWARDNIENIA ROZSIANEGO	4617208.70
0000086210	FUNDACJA ''NA RATUNEK DZIECIOM Z CHOROBĄ NOWOTWOROWĄ''	4326403.00
0000180402	FUNDACJA GREENPEACE POLSKA	3891572.52
0000266644	FUNDACJA SERCE DZIECKA IM. DINY RADZIWIŁŁOWEJ	3515688.86
0000097123	FUNDACJA WARSZAWSKIE HOSPICJUM DLA DZIECI	3326453.70
0000154454	TOWARZYSTWO OPIEKI NAD ZWIERZĘTAMI W POLSCE	3297126.61
0000056901	STOWARZYSZENIE ''SOS WIOSKI DZIECIĘCE W POLSCE''	3294162.75
0000030897	FUNDACJA WIELKA ORKIESTRA ŚWIĄTECZNEJ POMOCY	3270152.37
0000064892	POLSKIE TOWARZYSTWO WALKI Z MUKOWISCYDOZĄ	3248856.22
0000069730	OGÓLNOPOLSKIE TOWARZYSTWO OCHRONY ZWIERZĄT OTOZ ''ANIMALS''	3106777.70
0000097900	MATIO FUNDACJA POMOCY RODZINOM I CHORYM NA MUKOWISCYDOZĘ	3041591.33
0000150776	FUNDACJA ''DZIEŁO NOWEGO TYSIĄCLECIA''	2899051.20
0000004522	LUBELSKIE HOSPICJUM DLA DZIECI IM. MAŁEGO KSIĘCIA	2702084.20
0000198645	CARITAS POLSKA	2600791.32
0000116212	ZWIĄZEK OCHOTNICZYCH STRAŻY POŻARNYCH RZECZYPOSPOLITEJ POLSKIEJ	2556046.49
0000285433	FUNDACJA DZIECIOM ''POMAGAJ''	2521414.02
0000308316	FUNDACJA ''ZŁOTOWIANKA''	2271823.63
0000338878	''DOBRO POWRACA - FUNDACJA NA RZECZ CHORYCH NA STWARDNIENIE ROZSIANE''	2257116.95
0000257551	FUNDACJA CENTAURUS	2247603.30
0000055578	''FUNDACJA NA RZECZ CHORYCH NA SM IM. BŁ. ANIELI SALAWY''	2040220.64
0000248546	FUNDACJA ISKIERKA	1851727.88
0000217272	DZIEŁO POMOCY ŚW. OJCA PIO	1822588.44
0000135921	FUNDACJA POLSAT	1761598.97
0000306549	FUNDACJA ŚWIĘTEGO BARNABY	1733532.64
0000147428	FUNDACJA NASZA SZKOŁA	1713909.10
0000125054	FUNDACJA EWY BŁASZCZYK AKOGO	1679964.13
0000220518	CHRZEŚCIJAŃSKA SŁUŻBA CHARYTATYWNA	1642812.58
0000128832	FUNDACJA SPEŁNIONYCH MARZEŃ	1621906.07
0000127204	FUNDACJA RADIA ZET	1603317.69
0000127075	FUNDACJA POMOCY DZIECIOM ''JAŚ I MAŁGOSIA''	1602541.12
0000135274	MIĘDZYNARODOWY RUCH NA RZECZ ZWIERZĄT - VIVA	1596589.41
0000048149	TOWARZYSTWO PRZYJACIÓŁ CHORYCH ''HOSPICJUM IM. ŚW. ŁAZARZA''	1582245.08
0000151511	''FUNDACJA DZIECIOM Z UPOŚLEDZENIEM UMYSŁOWYM - AGNIESZKA''	1522207.81
0000287982	FUNDACJA ''WROCŁAWSKIE HOSPICJUM DLA DZIECI''	1509388.01
0000054086	TOWARZYSTWO OPIEKI NAD OCIEMNIAŁYMI	1441952.74
0000265120	FUNDACJA PODKARPACKIE HOSPICJUM DLA DZIECI	1433941.29
0000318482	AKADEMIA LIDERÓW INNOWACJI I PRZEDSIĘBIORCZOŚCI FUNDACJA DR BOGUSŁAWA FEDERA	1411547.43
0000024181	FUNDACJA ''DR CLOWN''	1367880.94
0000040314	SPOŁECZNE TOWARZYSTWO ''HOSPICJUM CORDIS''	1350236.51
0000249753	FUNDACJA ''NASZE DZIECI'' PRZY KLINICE ONKOLOGII W INSTYTUCIE ''POMNIK-CENTRUM ZDROWIA DZIECKA''	1324755.88
0000050905	STOWARZYSZENIE WIOSNA	1271130.12
0000288520	FUNDACJA ''POMÓŻ IM'' NA RZECZ DZIECI Z CHOROBAMI NOWOTWOROWYMI I HOSPICJUM DLA DZIECI	1270117.84
0000248920	FUNDACJA ''ROZSZCZEPOWE MARZENIA''	1221190.23
0000269884	ŚLĄSKIE STOWARZYSZENIE CHORYCH NA SM SEZAM	1160823.51
0000044542	STOWARZYSZENIE HOSPICJUM IM. ŚW. WAWRZYŃCA	1150678.18
0000018926	REGIONALNA FUNDACJA POMOCY NIEWIDOMYM	1134183.56
0000160673	''WWF POLSKA - ŚWIATOWY FUNDUSZ NA RZECZ PRZYRODY''	1132576.86
0000142952	FUNDACJA SPLOTU RAMIENNEGO	1066504.74
0000241411	STOWARZYSZENIE NA RZECZ DZIECI ZE ZŁOŻONĄ NIEPEŁNOSPRAWNOŚCIĄ ''POTRAFIĘ WIĘCEJ''	1057463.07
0000044704	KRAKOWSKIE TOWARZYSTWO OPIEKI NAD ZWIERZĘTAMI	1055603.28
0000234513	FUNDACJA ZACHODNIOPOMORSKIE HOSPICJUM DLA DZIECI	1055397.74
0000201002	FUNDACJA HOSPICYJNA	1045890.43
0000183283	FUNDACJA ''ŚWIATŁO''	1033057.87
0000290273	FUNDACJA NA RZECZ DZIECI Z WADAMI SERCA ''COR INFANTIS''	1031750.89
0000324460	FUNDACJA POMOCY CHORYM I DZIECIOM ''KUBUŚ''	1025158.85
0000303590	FUNDACJA ''POTRAFIĘ POMÓC'' NA RZECZ DZIECI NIEPEŁNOSPRAWNYCH Z WADAMI ROZWOJOWYMI	1012287.41
0000211791	CARITAS DIECEZJI TARNOWSKIEJ	991614.34
0000273196	OPOLSKIE STOWARZYSZENIE REHABILITACJI NEUROLOGICZNEJ I FUNKCJONALNEJ	988518.03
0000321541	FUNDACJA NA RZECZ POMOCY DZIECIOM NIEPEŁNOSPRAWNYM ''NOWA NADZIEJA'' Z SIEDZIBĄ W KALISZU	980560.05
0000032355	STOWARZYSZENIE RODZIN I OPIEKUNÓW OSÓB Z ZESPOŁEM DOWNA ''BARDZIEJ KOCHANI''	964350.49
0000136833	POLSKA AKCJA HUMANITARNA	943338.11
0000052078	STOWARZYSZENIE POMOCY SZKOLE MAŁOPOLSKA	897861.94
0000207658	CARITAS ARCHIDIECEZJI KRAKOWSKIEJ	893573.90
0000290988	FUNDACJA STWORZENIA PANA SMOLENIA	893335.95
0000098734	FUNDACJA AZYLU POD PSIM ANIOŁEM	883305.83
0000113391	STOWARZYSZENIE ''MŁODA EUROPA''	873368.86
0000109866	FUNDACJA GAJUSZ	868234.93
0000121785	FUNDACJA DLA DZIECI ''DAR SERCA''	866293.41
0000052038	FUNDACJA NA RZECZ OFIAR WYPADKÓW KOMUNIKACYJNYCH I BEZPIECZEŃSTWA W RUCHU DROGOWYM ''ZIELONY LIŚĆ''	854386.01
0000165702	FUNDACJA DLA DZIECI Z CHOROBAMI NOWOTWOROWYMI ''KRWINKA''	852349.76
0000197334	FUNDACJA PARTNERSTWO	848347.85
0000203313	KRAKOWSKIE HOSPICJUM DLA DZIECI IMIENIA KSIĘDZA JÓZEFA TISCHNERA	847918.02
0000128039	FUNDACJA HOSPICJUM ONKOLOGICZNE ŚWIĘTEGO KRZYSZTOFA W WARSZAWIE	846327.24
0000014574	STOWARZYSZENIE NA RZECZ NIEPEŁNOSPRAWNYCH SPES	825503.97
0000070098	STOWARZYSZENIE NA TAK	817061.84
0000272272	''FUNDACJA VOTUM''	816659.70
0000326128	FUNDACJA POMOCY OSOBOM Z ZABURZENIAMI ZE SPEKTRUM AUTYZMU ORAZ ICH RODZINOM ''SILENTIO''	812994.05
0000161200	STOWARZYSZENIE HOSPICJUM KRÓLOWEJ APOSTOŁÓW	801525.31
0000133612	STOWARZYSZENIE NA RZECZ DZIKICH ZWIERZĄT ''SOKÓŁ''	769726.81
0000225443	FUNDACJA NA RZECZ DZIECI Z CHOROBĄ NOWOTWOROWĄ WYSPY SZCZĘŚLIWE	755076.39
0000242845	FUNDACJA ''WYGRAJMY ZDROWIE'' IM. PROF. GRZEGORZA MADEJA	731437.31
0000191989	FUNDACJA ''WCZEŚNIAK RODZICE RODZICOM''	727378.92
0000148747	FUNDACJA ''PRZYSZŁOŚĆ DLA DZIECI''	726991.47
0000296652	FUNDACJA POMORSKIE HOSPICJUM DLA DZIECI	720394.93
0000224658	''CARITAS POZNAŃSKA - ZAKŁAD CHARYTATYWNO - OPIEKUŃCZY''	717886.68
0000184087	FUNDACJA EDUKACJI I ROZWOJU SPOŁECZEŃSTWA OBYWATELSKIEGO	715931.54
